DUNS_NUMBER;CAE1;NOME;MORADA;LOCALIDADE;COD_POSTAL;ENDERECO_POSTAL;CONCELHO;DISTRITO;TELEFONE;FAX;EMAIL;WEBSITE;NUMERO_CONTRIBUINTE;VENDAS;EMPREGADOS;FUNCAO_E7;TITULO_ACADEMICO_E7;NOME_E7
452243066;55111;PORTIS - HOTEIS PORTUGUESES, S.A.;RUA MÁRTIR DE SÃO SEBASTIÃO, 247;VILA NOVA DE GAIA;4400-499;VILA NOVA DE GAIA;VILA NOVA DE GAIA;PORTO;213717033;213717057;sggh_portugal@accor.com;;502033568;46881977.96;595;Director de Marketing;;Laurent Zenier
336210922;78200;KELLY SERVICES - EMPRESA DE TRABALHO TEMPORÁRIO, UNIPESSOAL, LDA;RUA JOSHUA BENOLIEL, 6 10.B - EDIFÍCIO ALTO DAS AMOREIRAS;LISBOA;1250-133;LISBOA;LISBOA;LISBOA;213715250;213715252;geral@kellyservices.pt;www.kellyservices.pt;504909185;46869950.25;144;Director de Marketing;;Liesbeth Peters
452417173;46630;MOVITER - EQUIPAMENTOS, LDA;PARQUE MOVICORTES;LEIRIA;2404-006;LEIRIA;LEIRIA;LEIRIA;244850240;244850241;moviter.movicortes@movicortes.pt;www.moviter.pt;502121998;46729031.79;65;Director de Marketing;Dr.;Arnaldo José Gonçalves Sapinho
453477507;41200;IMOCOM - SOCIEDADE DE CONSTRUÇÕES, S.A.;AVENIDA DOM JOÃO II, LOTE 1.16.05 13.A - EDIFÍCIO INFANTE;LISBOA;1990-083;LISBOA;LISBOA;LISBOA;218923030;218923031;imocom1@esoterica.pt;www.imocom-grupo.com;502531010;46706269;91;Director de Marketing;Arqa.;Rita Rocha
449056548;47711;LANIDOR - COMÉRCIO DE PRONTO A VESTIR, S.A.;QUINTA DA CRUZINHA;VALONGO DO VOUGA;3750-836;VALONGO DO VOUGA;ÁGUEDA;AVEIRO;234630980;234630999;lanidor@lanidor.com;www.lanidor.com;500165149;46646312.42;750;Director de Marketing;;Maria Margarida Condeço Cepeda Manjerão
450491782;46493;ADIDAS PORTUGAL - ARTIGOS DE DESPORTO, S.A.;AVENIDA DOM JOÃO II, LOTE 1.17.03 12.;LISBOA;1990-095;LISBOA;LISBOA;LISBOA;707200367;210424403;geral@adidas.com;www.adidas.com;501316124;46603424.18;120;Director de Marketing;Dr.;Tiago Perdigão
450264254;59110;RADIODIFUSÃO PORTUGUESA, S.A.;AVENIDA MARECHAL GOMES DA COSTA, 37;LISBOA;1800-255;LISBOA;LISBOA;LISBOA;217947899;217947870;isabellages@rdp.pt;www.rtp.pt;500095019;46595708.24;734;Director de Marketing;Dr.;Hugo José Correia Pires
449133966;25932;STYRIA IMPORMOL, S.A.;QUINTA DA COURELA DE BAIXO, VALE DO CARDAL - ESTRADA NACIONAL 3;AVEIRAS DE BAIXO;2050-011;AVEIRAS DE BAIXO;AZAMBUJA;LISBOA;263409500;263409517;khimpormola@mail.telepac.pt;;500137528;46590322.18;255;Director de Marketing;;Elisabete Faria
449179274;46460;ANGELINI FARMACÊUTICA, LDA;RUA JOÃO CHAGAS, 53 3º - QUINTA DO PALHAS;DAFUNDO;1495-764;CRUZ QUEBRADA-DAFUNDO;OEIRAS;LISBOA;214148300;214142981;luisa.brito@angelini.pt;www.angelini.pt;500583650;46533276;160;Director de Marketing;;António Morgado
449193903;58140;SOJORNAL - SOCIEDADE JORNALÍSTICA E EDITORIAL, S.A.;RUA RIBEIRO SANCHES, 65;LISBOA;1200-787;LISBOA;LISBOA;LISBOA;214544000;214435303;ipublishing@impresa.pt;www.expresso.pt;500271810;46446368.45;165;Director de Marketing;Dra.;Mónica da Costa Lobo Pinto de Balsemão Penaguião
336453423;36001;ÁGUAS DO ALGARVE, S.A.;RUA DO REPOUSO, 10;FARO;8000-302;FARO;FARO;FARO;289899070;289899079;asa@aguasotavento.pt;www.aguasdoalgarve.pt;505176300;46294308.4;180;Director de Marketing;Dra.;Teresa Cristina Fernandes
452663404;46390;A.RODRIGUES CORREIA LOPES - BEBIDAS E ALIMENTAÇÃO, S.A.;RUA DA LIBERDADE - PEVIDEM;GUIMARÃES;4835-140;GUIMARÃES;GUIMARÃES;BRAGA;253539010;253539019;arcol@arcol.pt;www.arcol.pt;502075090;46293016.57;94;Director de Marketing;;Ermelinda Figueiras
453214116;45110;CASTELIMO - COMÉRCIO DE AUTOMÓVEIS E SERVIÇOS, S.A.;RUA CINTURA DO PORTO, ARMAZÉM 24;LISBOA;1950-323;LISBOA;LISBOA;LISBOA;218610250;218688351;castelimo@mail.telepac.pt;www.castelimo.pt;502587717;46094641.02;104;Director de Marketing;;Manuel Amaral
450228833;45110;MCK MOTORS - IMPORTAÇÃO E COMÉRCIO AUTOMÓVEL, LDA;RUA VÍTOR CÂMARA, 2 1ºA EDIFÍCIO DONA AMÉLIA - QUINTA DA FONTE;PAÇO DE ARCOS;2770-229;PAÇO DE ARCOS;OEIRAS;LISBOA;210344400;210344499;geral@kia.pt;www.kia.pt;506824241;46062462.17;16;Director de Marketing;;Francisco Morais
450473889;23312;ALELUIA - CERÂMICAS, S.A.;QUINTA SIMÃO;AVEIRO;3800-042;AVEIRO;AVEIRO;AVEIRO;234305600;234729151;geral@aleluia.pt;www.aleluia.pt;500721831;45821884.23;481;Director de Marketing;;Alexandre Lopes
450199229;43210;TECNOSPIE, S.A.;ESTRADA OUTEIRO DE POLIMA, LOTE A;OUTEIRO DE POLIMA;2785-521;SÃO DOMINGOS DE RANA;CASCAIS;LISBOA;214481200;214446265;luzia.reis@spie.com;www.spie.com;500205698;45789055;428;Director de Marketing;Dra.;Carla Liñan
449004757;46720;METALOFARENSE - PRODUTOS SIDERÚRGICOS, S.A.;RUA ABOIM ASCENSÃO, 89;FARO;8000-199;FARO;FARO;FARO;289880880;289880888;geral@metalofarense.pt;www.metalofarense.pt;508364434;45780153.22;49;Director de Marketing;;Manuel Salvador
452250202;10611;MOAGEM CERES - A.DE FIGUEIREDO & IRMÃO, S.A.;RUA PINHEIRO DE CAMPANHÃ, 188;PORTO;4300-414;PORTO;PORTO;PORTO;225899810;225899820;geral@moagemceres.pt;www.moagemceres.pt;500194513;45436534.5;69;Director de Marketing;Dr.;Nuno Alexandre Diegues de Figueiredo Tavares
453582926;23420;SANINDUSA - INDÚSTRIA DE SANITÁRIOS, S.A.;ZONA INDUSTRIAL AVEIRO SUL;MAMODEIRO;3810-783;NOSSA SENHORA DE FÁTIMA;AVEIRO;AVEIRO;234940250;234940266;sanindusa@sanindusa.pt;www.sanindusa.pt;502615982;45295158;349;Director de Marketing;Dra.;Elsa Gala
449040831;23190;CIVE - COMPANHIA INDUSTRIAL VIDREIRA, S.A.;TRAVESSA DA LIBERDADE;MARINHA GRANDE;2430-229;MARINHA GRANDE;MARINHA GRANDE;LEIRIA;244568613;244566889;;;500431612;45180360.33;519;Director de Marketing;Eng.;Pedro Lopes
449082908;46630;CIMERTEX - SOCIEDADE DE MÁQUINAS E EQUIPAMENTOS, S.A.;RUA ABADE MONDEGO, 165;PERAFITA;4455-489;PERAFITA;MATOSINHOS;PORTO;220912600;218531193;cimertex@cimertex.pt;www.cimertex.pt;500726531;44795020.01;200;Director de Marketing;Dra.;Carla Pinto
453824609;47650;"TOYS ""R"" US PORTUGAL - BRINQUEDOS E ARTIGOS JUVENIS, LDA";ESTRADA NACIONAL 9 - CASCAISHOPPING;ALCABIDECHE;2645-543;ALCABIDECHE;CASCAIS;LISBOA;214602020;217163707;;;502816457;44684938.01;345;Director de Marketing;;Ricardo Queiroga
337997217;46362;CADBURY PORTUGAL - PRODUTOS DE CONFEITARIA, LDA;AVENIDA DO FORTE, 3 PISO 1 - EDIFÍCIO SUECIA III;CARNAXIDE;2790-073;CARNAXIDE;OEIRAS;LISBOA;214257400;214257401;adams@adams.pt;;503723436;44555042.2;95;Director de Marketing;Dra.;Sara Hiscox
457929578;49410;UPS OF PORTUGAL - TRANSPORTES INTERNACIONAIS DE MERCADORIAS, SOCIEDADE UNIPESSOAL, LDA;RUA DOUTOR FRANCISCO SOUSA TAVARES, LOTE 3 - QUINTA DA FRANCELHA DE BAIXO;PRIOR VELHO;2685-333;PRIOR VELHO;LOURES;LISBOA;219407099;219407040;ptcsc@ups.com;www.ups.com;504066897;44425988.66;156;Director de Marketing;;Pedro Vicente
449859560;16294;PIEDADE, S.A.;RUA PADRE MANUEL FRANCISCO DE SA, 147;FIÃES;4505-369;FIÃES VFR;SANTA MARIA DA FEIRA;AVEIRO;227441261;227445946;piedadecork@mail.telepac.pt;www.piedade.com.pt;501943536;44360478.14;68;Director de Marketing;;António José Alves Oliveira
449044361;46460;JABA RECORDATI, S.A.;LAGOAS PARK, EDIFÍCIO 5, TORRE C, 3.PISO;PORTO SALVO;2740-298;PORTO SALVO;OEIRAS;LISBOA;214329500;219151930;geral@jaba-recordati.pt;;500492867;44218293.12;150;Director de Marketing;;Rui Rijo Ferreira
452812076;46510;NEXT PORTUGAL - INFORMATICA E TELECOMUNICAÇÕES, LDA;RUA ENTREPOSTO INDUSTRIAL, 15 ARMAZEM D;AMADORA;2720-442;AMADORA;AMADORA;LISBOA;214707840;214718684;jaraujo@nextportugal.pt;www.nextportugal.com;502318830;44215376.2;39;Director de Marketing;;Jorge Araujo
452730054;46341;SOGRAPE - DISTRIBUIÇÃO, S.A.;ALDEIA NOVA;AVINTES;4430-761;AVINTES;VILA NOVA DE GAIA;PORTO;227838104;227835769;info@sogrape.pt;www.sogrape.pt;502229241;44144559.53;77;Director de Marketing;Dr.;João Paulo Cabral
450072249;14131;RICON INDUSTRIAL - PRODUÇÃO DE VESTUÁRIO, S.A.;AVENIDA INDÚSTRIA, 255 - BRAGADELA;RIBEIRÃO;4760-706;RIBEIRÃO;VILA NOVA DE FAMALICÃO;BRAGA;252499100;252499113;mail@riconindustrial.net;;506606490;44103881.92;346;Director de Marketing;;Pedro Miguel Martins Azevedo Silva
454235623;46460;DISTRIFARMA - COMPANHIA DE DISTRIBUIÇÃO FARMACÊUTICA, S.A.;ESTRADA CONSIGLIERI PEDROSO, 80 LOTE 3, ARMAZÉM 1 - CONDOMINIO IND.QUELUZ PARK;QUELUZ DE BAIXO;2730-053;BARCARENA;OEIRAS;LISBOA;214346970;214346979;geral@distrifarma.pt;www.distrifarma.pt;502948663;43751589.56;41;Director de Marketing;Dr.;Francisco Joaquim Lopes Rebocho
336924980;45190;EVICAR (CENTRO) - COMÉRCIO DE CAMIÕES, S.A.;RUA AMORIM, 11/13;LISBOA;1950-022;LISBOA;LISBOA;LISBOA;263287530;219271869;comercial@euroar.pt;www.evicar.pt;500270570;43311410.43;52;Director de Marketing;Dra.;Beatriz Lavrador
450705033;47910;REDCATS PORTUGAL - VENDAS À DISTÂNCIA, S.A.;ESTRADA NACIONAL 1, 1633;LEIRIA;2404-001;LEIRIA;LEIRIA;LEIRIA;244811035;244810040;laredoute@redoute.pt;www.laredoute.pt;501213031;43032565.33;184;Director de Marketing;;François Goujon
450510433;43210;PAINHAS, S.A.;ZONA INDUSTRIAL, 2.FASE LOTE 11;NEIVA;4935-232;NEIVA;VIANA DO CASTELO;VIANA DO CASTELO;258320250;258351804;painhas@painhas.pt;www.painhas.pt;500974357;43016109.35;416;Director de Marketing;Eng.;Manuel Fernando Marinho Felgueiras Paínhas
337950930;46390;IBERUSA - CENTRAL DE COMPRAS PARA RESTAURAÇÃO, ACE;PRAÇA DO BOM SUCESSO, 105/159 9º - EDIFÍCIO PENÍNSULA;PORTO;4150-146;PORTO;PORTO;PORTO;226089700;226064009;;;506808904;42962801;3;Director de Marketing;Dra.;Ana Miranda
450703483;58140;IMPALA - SERVIÇOS EDITORIAIS, S.A.;RUA IMPALA, 33A - ESTRADA DE SINTRELOS;ABRUNHEIRA;2710-070;SINTRA;SINTRA;LISBOA;219238000;219238402;impala.editora@impala.pt;www.impala.pt;501405127;42933677.3;490;Director de Marketing;;Carla Pereira
450179635;13920;MUNDOTÊXTIL - INDÚSTRIAS TÊXTEIS, S.A.;RUA SAUDADE, 280/400;SÃO JOÃO;4815-413;VIZELA;VIZELA;BRAGA;253489420;253484000;vpinheiro@mundotextil.pt;www.mundotextil.pt;500388407;42933640.06;677;Director de Marketing;Dr.;Abílio Rogério de Freitas Barbosa de Matos
450470760;51100;SATA AIR AÇORES - SOCIEDADE AÇORIANA DE TRANSPORTES AÉREOS, S.A.;AVENIDA INFANTE DOM HENRIQUE, 55 2º;PONTA DELGADA;9504-528;PONTA DELGADA;PONTA DELGADA;PONTA DELGADA (ILHA DE SÃO MIGUEL);296209763;296672094;;www.sata.pt;512005095;42892401;684;Director de Marketing;Dr.;Ricardo Alberto Pereira Madruga da Costa
449466275;46450;PIERRE FABRE DERMO-COSMETIQUE PORTUGAL, LDA;RUA RODRIGO DA FONSECA, 178 3/5.;LISBOA;1070-243;LISBOA;LISBOA;LISBOA;213815320;213864254;jorge.duarte@pierre-fabre.com;www.pierrefabre.com;501757635;42876999.96;135;Director de Marketing;;Luísa Sousa Costa
454445115;33200;MOTOROLA PORTUGAL, COMUNICAÇÕES, LDA;AVENIDA JOSÉ MALHOA, 16B 3º;LISBOA;1070-159;LISBOA;LISBOA;LISBOA;214137700;214137750;motzpt1@motorola.com;www.motorola.pt;503038083;42846192.79;70;Director de Marketing;Dr.;Pedro Reis
449000678;10130;SAPROPOR - PRODUTOS ALIMENTARES, S.A.;AVENIDA DE OLIVENÇA - BAIRRO DA LIBERDADE;MONTIJO;2870-108;MONTIJO;MONTIJO;SETÚBAL;212309200;212310012;isidoro@mail.telepac.pt;www.sapropor.com;500099855;42765815.08;306;Director de Marketing;Dra.;Cristina Rodrigues
450674544;46460;B.BRAUN MEDICAL, LDA;ESTRADA CONSIGLIERI PEDROSO, 80 ARMAZEM 1/2;QUELUZ DE BAIXO;2730-053;BARCARENA;OEIRAS;LISBOA;214368200;214368280;info.bbmp@bbraun.com;www.bbraun.pt;501506543;42725456.36;119;Director de Marketing;Dr.;Luis Filipe Ramos
454682543;77110;SGALD AUTOMOTIVE - SOCIEDADE GERAL DE COMÉRCIO E ALUGUER DE BENS, S.A.;ZONA INDUSTRIAL DA ABRUNHEIRA, EDIFÍCIO 2 ESCRITÓRIO 0C - SINTRA BUSINESS PARK;ABRUNHEIRA;2710-089;SINTRA;SINTRA;LISBOA;210920300;210920336;pt_info@aldautomotive.com;www.aldautomotive.com;503188620;42531712.88;69;Director de Marketing;;Tania Lamerton Viegas
450673793;79110;TURISTRADER - SOCIEDADE DE DESENVOLVIMENTO TURÍSTICO, LDA;AVENIDA DOM JOÃO II, LOTE 1.16.1 8. - EDIFÍCIO ES VIAGENS;LISBOA;1990-083;LISBOA;LISBOA;LISBOA;218925200;218925549;bcplisbon@carlonwagonlit.com.pt;www.cwt.pt;501377174;42449055;73;Director de Marketing;;Diana David
457936854;46460;F.H.C.- FARMACÊUTICA, LDA;PARQUE INDUSTRIAL MORTÁGUA, LOTE 2;ZONA INDUSTRIAL DE MORTÁGUA;3450-232;MORTÁGUA;MORTÁGUA;VISEU;231927510;231927520;infor@fhc.pt;www.fhc.pt;504061500;42337147.6;32;Director de Marketing;;Joaquim António Matos Chaves
337864441;52240;T.C.L.- TERMINAL DE CONTENTORES DE LEIXÕES, S.A.;RUA MOUZINHO DE ALBUQUERQUE, 13;MATOSINHOS;4450-204;MATOSINHOS;MATOSINHOS;PORTO;229394100;229393530;tcl@tcl-leixoes.pt;www.tcl-leixoes.pt;503607886;42150400.76;54;Director de Marketing;Dr.;Jaime Henrique Vieira dos Santos
450178801;45110;MULTIAUTO - SOCIEDADE DE COMÉRCIO DE AUTOMÓVEIS, S.A.;ESTRADA CIPRESTES - QUINTA DA VARZINHA;SETÚBAL;2900-657;SETÚBAL;SETÚBAL;SETÚBAL;265540600;265238515;multiauto@iol.pt;www.multiauto.pt;500199523;42008368.4;161;Director de Marketing;Dra.;Dina Fitas
449819218;46750;ZENECA - PRODUTOS BIOCIENCIA, LDA;RUA HUMBERTO MADEIRA, 7;QUELUZ;2746-975;QUELUZ;SINTRA;LISBOA;214346100;214346191;zenpor@mail.telepac.pt;;500135649;41956306.98;106;Director de Marketing;;João Manuel Silva Madeira
336133470;46491;ALBANO R.N.ALVES - DISTRIBUIÇÃO PAPEL, S.A.;RUA FERNANDO TÁVORA;CARNAXIDE;2790-005;CARNAXIDE;OEIRAS;LISBOA;214165950;214165434;aalves@albanornalves.pt;www.albanoalves.pt;505076780;41819076.52;116;Director de Marketing;Dr.;Joaquim Tavares
453255689;45110;SETUCAR - COMÉRCIO DE AUTOMÓVEIS, S.A.;AZINHAGA - CRUZ DE PEIXE (CENTRO SETUCAR);SETÚBAL;2910-620;SETÚBAL;SETÚBAL;SETÚBAL;265521810;265521819;setucar.geral@mail.telepac.pt;www.setucar.pt;502404191;41540087.62;161;Director de Marketing;;Rita Diniz
449152909;24420;EXTRUSAL - COMPANHIA PORTUGUESA DE EXTRUSÃO, S.A.;MOIRINHOS - ARADAS;AVEIRO;3810-434;AVEIRO;AVEIRO;AVEIRO;234378900;234378902;comercial@extrusal.pt;www.extrusal.pt;500103160;41402584.4;288;Director de Marketing;;João Madail
455446179;20160;CABOPOL - INDÚSTRIA DE COMPOSTOS, S.A.;LUGAR DE SÃO JORGE;SÃO JORGE;2480-062;CALVARIA DE CIMA;PORTO DE MÓS;LEIRIA;244498151;244481970;cabopol@grupomeneses.com;www.cabopol.com;503416002;41134324.91;70;Director de Marketing;Enga.;Rita Alexandra Ascenso Meneses Salvada
449780584;10201;GELPEIXE - ALIMENTOS CONGELADOS, S.A.;QUINTA DO LOUREIRO - SETE CASAS;LOURES;2670-540;LOURES;LOURES;LISBOA;219848400;219848401;info@gelpeixe.pt;www.gelpeixe.pt;500645345;41078130.71;138;Director de Marketing;Dra.;Lídia Maria Ramos Tarré Fernandes
450014493;46382;M.CUNHA & COMPANHIA, S.A.;CASAIS NOVOS;CASAIS NOVOS;4560-806;SÃO MARTINHO RECEZINHOS;PENAFIEL;PORTO;255712647;255712650;m.cunha.sa@netc.pt;www.mcunha.net;500172382;41065554.06;128;Director de Marketing;;Joaquim Cunha
454781600;46382;AMARAL & FILHOS - DISTRIBUIÇÃO, S.A.;RUA DO CASTILHO, 34 1º;PONTA DELGADA;9500-042;PONTA DELGADA;PONTA DELGADA;PONTA DELGADA (ILHA DE SÃO MIGUEL);296306670;296306678;trajouce@poupanca.pt;;512038694;40925824.42;103;Director de Marketing;;Francisco Caetano
452113681;46690;DAIKIN AIRCONDITIONING PORTUGAL - DISTRIBUIÇÃO EQUIPAMENTO TÉRMICO, S.A.;QUINTA FONTE, EDIFÍCIO DONA MARIA PISO 0 A/B;PAÇO DE ARCOS;2770-192;PAÇO DE ARCOS;OEIRAS;LISBOA;214268700;214262294;info@daikin.pt;www.daikin.pt;501334130;40749505;67;Director de Marketing;;Kyrian Opstaele
454972720;49410;T.J.A. - TRANSPORTES J.AMARAL, S.A.;RUA DOUTOR JOSÉ JUSTINIANO, 195;ESTARREJA;3860-371;ESTARREJA;ESTARREJA;AVEIRO;234840800;234840899;info@tja.pt;www.tja.pt;503325813;40742873.56;468;Director de Marketing;Enga.;Maria Manuel Santos Gamelas
449624527;47291;SUPERMERCADOS ULMAR, S.A.;CANHESTRO;LEIRIA;2410-477;LEIRIA;LEIRIA;LEIRIA;244830920;244830921;geral@ulmar.pt;;500079803;40517552.21;488;Director de Marketing;Dra.;Cristina Heleno
449397483;73110;THE MEDIA EDGE PORTUGAL - SERVIÇOS PUBLICITARIOS, LDA;AVENIDA FONTES PEREIRA DE MELO, 6 2º;LISBOA;1050-121;LISBOA;LISBOA;LISBOA;213592202;213592267;;www.themediaedge.com;504347845;40503258;22;Director de Marketing;;Ruben Domingues
450510698;43992;VISABEIRA - SOCIEDADE TÉCNICA DE OBRAS E PROJECTOS, LDA;RUA GRÃO VASCO, 10 1º;VISEU;3500-138;VISEU;VISEU;VISEU;232483000;232483100;visa.telec.sede@mail.telepac.pt;www.visabeira.pt;501072926;40403645;387;Director de Marketing;Eng.;José Luís Borba de Campos Nogueira
452138381;80100;CHARON - PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA E VIGILÂNCIA, S.A.;PRAÇA BERNARDO SANTARENO, 5A;LISBOA;1900-098;LISBOA;LISBOA;LISBOA;218479360;229998289;charon_lisboa@net.sapo.pt;www.charon.pt;501718540;40074996.31;2614;Director de Marketing;Dr.;Pedro Santos
449511476;16291;BI-SILQUE, PRODUTOS DE COMUNICAÇÃO VISUAL, S.A.;RUA PROFESSOR BRANCO DUARTE, 272;ESMORIZ;3885-610;ESMORIZ;OVAR;AVEIRO;256750120;256750129;info@bisilque.com;www.bisilque.com;500924902;39867416.27;262;Director de Marketing;;Patrícia Gonçalves Martins de Vasconcelos
449117829;21201;LABORATÓRIOS VITÓRIA, S.A.;RUA ELIAS GARCIA, 28 - VENDA NOVA;AMADORA;2700-327;AMADORA;AMADORA;LISBOA;214758300;214747070;lavi.reis@mail.telepac.pt;www.labvitoria.pt;500162220;39857300.26;134;Director de Marketing;;Mário Silva
455657049;52291;TNT EXPRESS WORLDWIDE (PORTUGAL) - TRANSITÁRIOS, TRANSPORTES E SERVIÇOS COMPLEMENTARES, S.A.;AVENIDA DOM JOÃO II, LOTE 1.17.01 9 A;LISBOA;1990-084;LISBOA;LISBOA;LISBOA;210424020;218966801;caixa.geral@tnt.com;www.tnt.com;503629391;39848929.73;255;Director de Marketing;;José Domingos Moreira Antunes Correia
450137240;45110;M.COUTINHO DOURO - COMÉRCIO DE AUTOMÓVEIS, S.A.;RUA 1.DE MAIO, 34;MARCO DE CANAVESES;4630-228;MARCO DE CANAVESES;MARCO DE CANAVESES;PORTO;255538000;255531777;;;506659470;39847083.25;114;Director de Marketing;Dra.;Carla Pereira
337125871;21201;GENERIS - FARMACÊUTICA, S.A.;OFFICE PARK DA BELOURA, EDIFICIO 4 PISO 2 - QUINTA DA BELOURA;LINHÓ;2710-693;SINTRA;SINTRA;LISBOA;219248210;219248211;monica.paiva@generis.pt;www.generis.pt;505625520;39689916.63;90;Director de Marketing;;Rui Sebastião Alves
452027436;46190;LUÍS VICENTE, S.A.;ESTRADA NACIONAL 8, KM 36 - FREIXOFEIRA;FREIXOFEIRA;2565-773;TURCIFAL;TORRES VEDRAS;LISBOA;261950450;261950466;geral@luisvicente.com;www.luisvicente.com;501914790;39576943.82;218;Director de Marketing;;Clélia de Fátima de Brito Nunes Caldeira Vicente
452206154;41200;CONSTRUSAN - ENGENHARIA E CONSTRUÇÃO, S.A.;RUA ANTÓNIO SÉRGIO, LOTE D - EDIFÍCIO TURIPROJECTO;ALVERCA DO RIBATEJO;2615-038;ALVERCA DO RIBATEJO;VILA FRANCA DE XIRA;LISBOA;219938400;219938429;construsan@turiprojecto.pt;www.turiprojecto.pt;501853294;39570384.72;70;Director de Marketing;Dra.;Claudia Cardoso
449020304;13202;PAULO DE OLIVEIRA, S.A.;QUINTA DAS MINEIRAS;COVILHÃ;6200-257;COVILHÃ;COVILHÃ;CASTELO BRANCO;275320200;275320201;oliveira@paulo-oliveira.pt;www.paulo-oliveira.pt;500213348;39534951.99;498;Director de Marketing;Dr.;Paulo Augusto Salazar Oliveira
449148352;46630;MOTIVO - COMÉRCIO E MOTIVAÇÃO DE MERCADOS, S.A.;ESTRADA NACIONAL 249, LOTE 12;ABÓBODA;2785-035;SÃO DOMINGOS DE RANA;CASCAIS;LISBOA;214459600;214459700;geral@motivo.pt;www.motivo.pt;500198080;39447078.05;41;Director de Marketing;;Pedro José Luz de Carvalho Lopes Gameiro
449075019;17212;SEDA IBÉRICA - EMBALAGENS, S.A.;ESTRADA PAÇO DE ARCOS, 50;PAÇO DE ARCOS;2774-525;PAÇO DE ARCOS;OEIRAS;LISBOA;214401400;214401444;seda_iberica@sedagroup.org;www_sedagroup.org;500261598;39325984.28;243;Director de Marketing;;Anselmo Batalha Reis Vilardebo
449171016;42120;SOMAFEL - ENGENHARIA E OBRAS FERROVIÁRIAS, S.A.;LAGOAS PARK, EDIFÍCIO 1 PISO 2 APARTADO 25;PORTO SALVO;2740-264;PORTO SALVO;OEIRAS;LISBOA;217990330;217951038;geral@somafel.pt;www.somafel.pt;500272557;39321942.66;449;Director de Marketing;Dr.;Fernando Santos
449202530;10130;CAMPOFRIO PORTUGAL, S.A.;RUA ELIAS GARCIA, 249;MEM MARTINS;2725-000;MEM MARTINS;SINTRA;LISBOA;219179400;219161994;recepcao@campofrio.pt;www.campofrio.es;500414220;39295739.47;237;Director de Marketing;;Miguel Sardo
449212158;10612;VALENTE MARQUES - COMERCIAL, S.A.;ADÃES;UL;3720-581;UL;OLIVEIRA DE AZEMÉIS;AVEIRO;256690200;256692483;cacarola@mail.telepac.pt;www.cacarola.com;500295069;39266823.83;28;Director de Marketing;;António Manuel Coelho Valente Marques
449555700;61100;AR TELECOM - ACESSOS E REDES DE TELECOMUNICAÇÕES, S.A.;ALCÂNTARA NORTE, EDIFÍCIO DIOGO CÃO;LISBOA;1350-352;LISBOA;LISBOA;LISBOA;210301030;210301300;contacto@artelecom.pt;www.artelecom.pt;504534491;39200000;83;Director de Marketing;Eng.;Tiago Oliveira Santos
337990733;29320;HALLA CLIMATE CONTROL PORTUGAL, UNIPESSOAL, LDA;ESTRADA MUNICIPAL 533 - ALGERUZ SÃO PEDRO;LAU;2950-401;PALMELA;PALMELA;SETÚBAL;212338800;212338801;halla@halla.pt;www.halla.pt;503755257;38696273.58;205;Director de Marketing;Dr.;Fernando Sousa
450397823;47591;CONFORAMA PORTUGAL, S.A.;ESTRADA NACIONAL 9 AO KM 6-8 - CASCAISHOPPING;ALCABIDECHE;2645-543;ALCABIDECHE;CASCAIS;LISBOA;214608860;214607630;conforama@mail.telepac.pt;;500625980;38172635.28;236;Director de Marketing;Dr.;Frederico Almeida
452665706;21201;MYLAN, LDA;RUA DOUTOR ANTÓNIO LOUREIRO BORGES, 1 R/C ESQ. - EDIFÍCIO ARQUIPARQUE;MIRAFLORES;1499-016;ALGÉS;OEIRAS;LISBOA;214127200;214127219;mylan@mylan.pt;www.mylan.pt;502248793;37992270.75;66;Director de Marketing;Dr.;António Trincão
450013305;55111;M.& J.PESTANA - SOCIEDADE DE TURISMO DA MADEIRA, S.A.;LARGO ANTÓNIO NOBRE, 1;FUNCHAL;9000-022;FUNCHAL;FUNCHAL;FUNCHAL (ILHA DA MADEIRA);291239588;291221535;info@pestana.org;www.pestana.com;511008872;37767910.09;675;Director de Marketing;Dr.;Manuel Bio
449012723;46460;PLURAL II - DISTRIBUIDORA FARMACÊUTICA, LDA;RUA PROJECTADA A RUA PEDRO NUNES, 2;CAMPO;2500-303;CALDAS DA RAINHA;CALDAS DA RAINHA;LEIRIA;262870500;262870510;geral@plural.pt;www.plural.pt;500109826;37739023.19;46;Director de Marketing;Dr.;José Garcez
449684703;58130;DIARIO DE NOTICIAS, S.A.;AVENIDA DA LIBERDADE, 266;LISBOA;1250-149;LISBOA;LISBOA;LISBOA;213187500;213187507;dnot@mail.telepac.pt;www.dn.pt;500097020;37550652.51;416;Director de Marketing;;Carlota Ribeiro Ferreira
452550940;82200;C.R.H. - CONSULTORIA E VALORIZAÇÃO DE RECURSOS HUMANOS, S.A.;RUA LAURA ALVES, 12 6º;LISBOA;1050-138;LISBOA;LISBOA;LISBOA;210308400;210308460;crh@grupocrh.com;www.grupocrh.com;502168706;37160068.26;2107;Director de Marketing;Dr.;Filipe Duarte
